Topic,TrecID,UUID,target_hostname,Score
"Which one is better, Netflix or Blockbuster?",clueweb12-0603wb-88-07880,4c082b5f-7db9-51b3-be83-0446aad73ef4,www.makingittv.com,1055.3711
"Which one is better, Netflix or Blockbuster?",clueweb12-0008wb-17-09673,a931b040-7131-543a-b055-b58d1bb7c466,makingittv.com,1053.8373
"Which one is better, Netflix or Blockbuster?",clueweb12-0508wb-46-19184,4e7571a0-93db-57e1-a9f5-f7eabefae542,www.hiddenpeanuts.com,1048.5844
"Which one is better, Netflix or Blockbuster?",clueweb12-1107wb-15-18599,e868add2-1f03-5ca3-81eb-702921e00c0d,www.igvita.com,1045.7386
"Which one is better, Netflix or Blockbuster?",clueweb12-1018wb-83-23759,9c4e6ab7-1699-5e6b-b4e1-74b9319f3e8f,www.sagactoronline.com,1041.7947
"Which one is better, Netflix or Blockbuster?",clueweb12-0011wb-20-04319,0f526bd2-67cd-5815-afdd-8c89fa82cf22,whimsley.typepad.com,1037.8741
"Which one is better, Netflix or Blockbuster?",clueweb12-0011wb-78-01236,8e84cc86-860a-5e30-825f-34bda6c25a01,whimsley.typepad.com,1034.2397
"Which one is better, Netflix or Blockbuster?",clueweb12-1810wb-68-01219,56025b67-86b4-5d16-8617-6fb19969f12d,dish-network-talk.hubpages.com,1030.5901
"Which one is better, Netflix or Blockbuster?",clueweb12-1703wb-39-28537,ec9f4723-a674-5b40-aee1-90872746ce1e,the-reviewer.net,1021.0343
"Which one is better, Netflix or Blockbuster?",clueweb12-1614wb-34-22556,eeb4b38f-6c8e-5f06-b413-5d33110361cc,superbessay.com,1019.8382
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1613wb-53-29431,a56fa8ec-66fc-57a6-a15c-4e5faea38744,humanlaw.typepad.com,3401.8188
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1707wb-40-13587,3defdf8c-b2f9-5ed1-a02e-2fae3f83814c,www.fortressexplorer.org,3317.9924
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0008wb-80-18875,a3511e51-515f-515e-a7e1-da1eb8ac85ae,surfthenetsafely.com,2977.6597
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1803wb-69-04579,ec695dac-ae7e-5127-b4cf-22dfb9d9a8bb,www.urtrancezone.com,2746.9888
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1803wb-37-03576,d7cd2c76-3083-5d8f-92f7-39b05b0ff8a0,www.urtrancezone.com,2561.5085
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1803wb-69-04578,6de91b24-652d-5ee6-847e-10bee066f73f,www.urtrancezone.com,2556.3643
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0205wb-77-29537,7f75c31b-0fab-5fe8-84d7-45aa66b9065a,www.pcmag.com,2619.4346
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0205wb-71-13542,00d8d675-3275-509f-8fce-67c6195def38,www.pcmag.com,2619.2412
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0609wb-09-22031,67036269-4917-5367-9ab3-4fb79f14137f,www.publish.com,2439.632
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1212wb-97-22785,4507466a-85ff-56d3-bd78-3c8c981288eb,fraudpreventionunit.org,2341.8916
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0208wb-31-05614,fe953710-dfb5-5f07-926e-d57fcc111869,www.pcworld.com,2224.6323
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0208wb-38-10228,53a6f8f9-6b34-50ca-ba93-eb98cf4788d1,www.pcworld.com,2193.8953
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1809wb-67-31975,3909dac2-4835-55a8-8242-f26764d1ed05,www.webindexing.biz,2215.5627
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0303wb-43-28554,edba1585-3b2f-5e52-8396-672bc0baa615,www.time4writing.com,2189.8796
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0012wb-46-12187,9480441b-f0a7-579a-bd74-15d9bd7e812d,ww.w3schools.com,2184.7893
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0012wb-35-13261,437e0dd0-6a83-56e0-ad47-d95056d4e128,ww.w3schools.com,1871.8557
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0202wb-34-09504,5399c210-fc55-582e-9bd8-b175bf188c23,wwwht.w3schools.com,2184.7842
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0202wb-17-01037,e7ba6d0b-aa81-5a30-9ef2-8d68e7653333,wwwht.w3schools.com,1872.5901
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0606wb-30-05674,23c317bd-1669-50c6-b0d0-7ec2ae1cfadf,wwww.w3schools.com,2182.5571
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0606wb-20-15396,d146729e-4c50-5b25-ae78-949679cab930,wwww.w3schools.com,1874.2312
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0500tw-13-05629,6cb49456-9c73-5cd9-80d5-96c07fe74119,www.w3schools.com,2182.541
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0605wb-01-07233,21ec99f7-d74f-5bf1-a532-922532e0c0e4,www.w3schools.com,1878.636
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0003wb-67-15253,5206a5c4-1ced-5d62-b985-c435bf9354a3,en.w3schools.com,2181.375
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0003wb-67-15254,98e5d8a9-fe17-5d8b-b3f2-adee70a06e8f,en.w3schools.com,1877.9994
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0007wb-91-18450,20662248-d5d4-5165-836d-c32ee94ef11a,pibelajaqtang.w3schools.com,2181.2437
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0007wb-91-18451,e6a3da24-c90e-599f-bae4-4339340a0380,pibelajaqtang.w3schools.com,1877.4088
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0001wb-13-10087,93df5bc8-45cd-5fb0-8391-88001e776cfd,httpwww.w3schools.com,2146.7217
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0001wb-22-18401,cec8bd61-fb13-5fe3-a4cc-281a06091dde,httpwww.w3schools.com,1870.93
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1416wb-43-28762,c71f7ca7-04ce-5d0c-976f-86871a3a3987,www.daniellieberman.org,2125.3054
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1808wb-97-12904,0d3b82aa-1b64-52dc-a97b-0f41479e81b5,www.basiccomputerinformation.ca,2114.248
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1807wb-81-17190,06c691a8-6e2a-5b15-84e2-a12a07b616d1,www.basiccomputerinformation.ca,2111.2144
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1808wb-97-12903,cae6e429-a47c-598d-aa07-39211aaa5b9e,www.basiccomputerinformation.ca,2111.201
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1808wb-12-11027,bb16d1b7-eb78-5817-9b15-e0160d303c98,www.basiccomputerinformation.ca,2110.3403
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1808wb-94-14834,9b2ab161-a2f3-5214-ba6d-e08c0f307e31,www.basiccomputerinformation.ca,2096.2546
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1808wb-97-12902,4445cce7-8f17-5f0d-b25f-f33159a427ce,www.basiccomputerinformation.ca,2096.2546
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1807wb-81-17186,e41ee6f4-4af3-5e1b-99ff-8bb09c33d7b1,www.basiccomputerinformation.ca,1913.442
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1310wb-82-32291,077f401c-7ad5-5253-8d65-a70a8a485c1c,www.dragonware.com,2096.849
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0300wb-65-29031,ab6e1503-b91c-5358-9c0a-91d897a57c84,www.siteweave.net,2069.9146
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0206wb-87-15880,8042f97b-4dad-5be6-a766-c96a2f400e83,www.netlinkblue.com,2062.107
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0010wb-99-20915,83ff1cba-cdf2-5b1b-8deb-d8659c55a93a,www.ad-mkt-review.com,2017.598
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1400wb-46-21514,142d44b4-f294-52dd-b7e8-f2684c62eb5d,www.propellerglobal.com,1930.6796
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1502wb-98-32090,1135c89f-f5da-5d6d-9efc-f11c011d3e2a,browserhawk.com,1900.4031
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0004wb-15-31090,dd62cda1-ba9b-55a4-b56a-32d7acd1631c,cyscape.com,1899.4305
"Which browser is better, Internet Explorer or Firefox?",clueweb12-1910wb-73-09019,6366b1ac-9e01-54da-9023-03fd4fae24b6,google-chrome-browser.com,1884.9065
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0110wb-74-08632,18ea748e-8153-575f-ae2d-56f4aa3d13bf,www.delphi-ts.com,1866.0446
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0013wb-29-05047,c5f5d7cf-28bd-54d2-8b08-06bbccb0ca2f,petewarden.typepad.com,1863.4698
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0403wb-87-07165,307d9955-39bf-54ad-96a6-63bc8dc28d5a,petewarden.typepad.com,1861.5278
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0207wb-47-01153,5af15fb0-1dcb-5ee6-888e-688f6d94c817,www.lowendmac.com,1856.6409
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0809wb-59-25860,4573b51e-90cb-5d4b-a9b4-5a7f9f28dc09,knowledge.wharton.upenn.edu,1840.4022
"Which browser is better, Internet Explorer or Firefox?",clueweb12-0105wb-94-03426,82a73085-6e09-5351-8762-13bbbb14ed9c,www.bigmouthmedia.com,1812.4052
Which is a better vehicle: BMW or Audi?,clueweb12-0800wb-21-08391,ed663047-9e6c-5b36-adb0-f0cd628fca83,ask.cars.com,1965.1902
Which is a better vehicle: BMW or Audi?,clueweb12-1903wb-34-24217,4703a047-b3f9-58e3-83c0-f4aeac44a15f,consumerguide.cars.com,1633.062
Which is a better vehicle: BMW or Audi?,clueweb12-1807wb-27-16722,59606a74-ee91-5d31-a970-409d2030d422,www.carouselaudi.com,1461.4073
Which is a better vehicle: BMW or Audi?,clueweb12-1807wb-24-25899,0d3f8f56-f479-59b8-b5cf-8ab069c59c44,www.carouselaudi.com,1183.532
Which is a better vehicle: BMW or Audi?,clueweb12-1011wb-03-16991,f363c147-29f8-5cde-9911-177a101d1069,blogs.insideline.com,1418.1685
Which is a better vehicle: BMW or Audi?,clueweb12-0102wb-50-20156,401ca166-3b76-5ab9-afa6-4145a53f3518,wot.motortrend.com,1400.367
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-17-11774,56b3c851-5afd-5ebb-8f09-69b2d9ea70b3,www.checkeredflag.com,1400.2198
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-17-11779,92856209-45f1-5550-b451-f3238fd743a7,www.checkeredflag.com,1380.7533
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-17-11776,e2991645-2a40-5b7a-9185-5f0b96a99aa6,www.checkeredflag.com,1376.6838
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-88-01737,daa4980c-7b3e-5577-8a4c-368f4bbbfb81,www.checkeredflag.com,1296.2195
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-89-09088,27e0a11f-a6c9-529b-b14a-7e61157478ec,www.checkeredflag.com,1279.398
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-89-09086,7e78033c-48f2-507a-a785-944fba8bed26,www.checkeredflag.com,1274.967
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-88-01736,f227b4d1-00da-5021-9ed3-84b0cf3f097f,www.checkeredflag.com,1271.2863
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-95-04597,dafc2d96-4007-586b-9997-7bc6afbad925,www.checkeredflag.com,1267.6545
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-89-09084,98894641-bbee-5d08-b0be-6637c5c502df,www.checkeredflag.com,1261.4739
Which is a better vehicle: BMW or Audi?,clueweb12-0700tw-55-13335,219d0e85-8daa-555a-9694-48d3b09a68cd,blogs.motortrend.com,1378.8375
Which is a better vehicle: BMW or Audi?,clueweb12-0700tw-55-13336,4a64dda8-cf8d-5f5b-918e-9afd382850bc,blogs.motortrend.com,1378.3346
Which is a better vehicle: BMW or Audi?,clueweb12-0908wb-00-02734,142e9846-4d19-57c7-ade2-323fac255de8,www.insideline.com,1304.2826
Which is a better vehicle: BMW or Audi?,clueweb12-1100tw-27-15535,ecfb5407-d986-5e40-8158-247ddffb42b8,www.insideline.com,1217.7864
Which is a better vehicle: BMW or Audi?,clueweb12-1812wb-70-22425,2d094a4a-d89e-5a06-8b9f-bcc88fc1eda8,2savepetrol.com,1257.6178
Which is a better vehicle: BMW or Audi?,clueweb12-0304wb-72-02770,72d52e99-221c-506b-9f47-36d434072fdf,www.tradeaegea.com,1256.0557
Which is a better vehicle: BMW or Audi?,clueweb12-1905wb-41-01579,6382ea36-8240-5ad5-8d4c-1a1e5691eb2e,www.bmwofbloomfield.com,1213.6069
Which is a better vehicle: BMW or Audi?,clueweb12-1904wb-82-10097,243dc621-98e6-5f1c-a974-7c9bf80f74de,www.bmwofbloomfield.com,1189.4235
Which is a better vehicle: BMW or Audi?,clueweb12-1905wb-04-01966,1eaabe81-1eca-54d3-93cc-331c34011d10,www.bmwofbloomfield.com,1187.8477
Which is a better vehicle: BMW or Audi?,clueweb12-1904wb-87-06806,62d5f65c-2b57-56d2-82cc-5dc8dc545085,www.bmwofbloomfield.com,1186.4849
Which is a better vehicle: BMW or Audi?,clueweb12-1904wb-98-13235,e9436dc6-0843-553e-8263-4f39515ac8e0,www.bmwofbloomfield.com,1184.9747
Which is a better vehicle: BMW or Audi?,clueweb12-0207wb-28-32284,1cb0177c-6eb7-50ad-a086-84f9ab81ee6d,www.nationwidevehiclecontracts.co.uk,1187.6178
Which is a better vehicle: BMW or Audi?,clueweb12-1903wb-96-26889,b8d201f3-2cc2-5f6b-903a-77575ad1ff56,www.motorhunter.net,1187.014
Which is a better vehicle: BMW or Audi?,clueweb12-1308wb-00-16157,2a57bcbd-1c5f-568d-a90e-fb0258682b07,www.autoexpress.co.uk,1184.7769
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-36-22400,47ff040a-eb59-5d9e-818a-09d502543428,forum.roadfly.com,1181.512
Which is a better vehicle: BMW or Audi?,clueweb12-0804wb-86-23086,d5e2775b-9821-5de1-a7d0-ff3106dc8b3c,forum.roadfly.com,1181.0038
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-29-10664,bdb7274e-caf2-52d1-8ed8-c11293676206,forum.roadfly.com,1180.8276
Which is a better vehicle: BMW or Audi?,clueweb12-0804wb-13-15382,3bc6b5a1-90f2-5314-b697-cabd3cdbab88,forum.roadfly.com,1180.2986
Which is a better vehicle: BMW or Audi?,clueweb12-0804wb-13-15379,031c74dd-bacf-520a-977a-aff1c528566f,forum.roadfly.com,1179.9595
Which is a better vehicle: BMW or Audi?,clueweb12-0804wb-46-21417,b6e37e09-506d-509e-9145-9de01643b75f,forum.roadfly.com,1179.9595
Which is a better vehicle: BMW or Audi?,clueweb12-0804wb-86-23080,1e642423-1a82-5bcd-b5bf-26ba92ae7006,forum.roadfly.com,1179.9513
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-29-10665,5223fde1-0c08-5576-8621-b80e7973142f,forum.roadfly.com,1179.1742
Which is a better vehicle: BMW or Audi?,clueweb12-0804wb-86-23081,4d44532e-2334-5d4d-a6c3-2f2d7d6c4a76,forum.roadfly.com,1179.1742
Which is a better vehicle: BMW or Audi?,clueweb12-0804wb-13-15381,4512b15c-ac08-5e15-b07c-6c86165d3967,forum.roadfly.com,1179.1742
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-29-10667,b8a2f398-066e-510b-885a-6b5786cdce4e,forum.roadfly.com,1179.0122
Which is a better vehicle: BMW or Audi?,clueweb12-0804wb-86-23083,75f304b7-6238-5595-a22b-89a2426a1f52,forum.roadfly.com,1179.0122
Which is a better vehicle: BMW or Audi?,clueweb12-0803wb-58-27533,19097004-568e-5c45-81c0-e58bdb91c5a5,forum.roadfly.com,1178.9994
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-29-10669,01af5950-2944-5d46-96ca-0da7befa81d3,forum.roadfly.com,1178.9829
Which is a better vehicle: BMW or Audi?,clueweb12-0804wb-86-23082,34994635-df05-55f4-8f00-e9ec30301ae7,forum.roadfly.com,1178.9666
Which is a better vehicle: BMW or Audi?,clueweb12-0804wb-13-15380,9bff98ae-f586-507b-8f78-c87bbc6816a7,forum.roadfly.com,1178.9214
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-29-10666,b8ab58f0-d2c0-5a94-b4d6-d6a71146c7bb,forum.roadfly.com,1178.6066
Which is a better vehicle: BMW or Audi?,clueweb12-0713wb-99-29404,075fa2bd-9c75-5982-bef6-1cb40dc0a5e0,forum.roadfly.com,1178.5183
Which is a better vehicle: BMW or Audi?,clueweb12-0804wb-46-21418,5b11c42a-defb-5e14-964e-95d85277ad7f,forum.roadfly.com,1178.5183
Which is a better vehicle: BMW or Audi?,clueweb12-0804wb-86-23085,29396412-16f4-5905-aa04-5c5c47c459be,forum.roadfly.com,1178.4115
Which is a better vehicle: BMW or Audi?,clueweb12-0805wb-36-22399,188db543-c1d1-535f-b3e0-1da02b4396c2,forum.roadfly.com,1178.411
"Which one is better, an electric stove or a gas stove?",clueweb12-1304wb-19-02214,51680478-bc3b-54b4-9cb2-2ac96c669e7e,www.greatsaunas.com,3337.9055
"Which one is better, an electric stove or a gas stove?",clueweb12-1302wb-15-01481,343ef035-ae93-5c75-bd9d-207d485089ae,www.greatsaunas.com,3333.8071
"Which one is better, an electric stove or a gas stove?",clueweb12-0208wb-73-03549,6232f174-2e72-5045-9202-2c1214db107c,www.oeconline.org,3289.5127
"Which one is better, an electric stove or a gas stove?",clueweb12-0200wb-06-09860,11c5b1c6-e757-58b7-8c58-4ede3c9c5411,www.hotprice.co.uk,2635.2322
"Which one is better, an electric stove or a gas stove?",clueweb12-0200wb-59-19790,90eed874-b839-532b-9b7d-b40a38b3f2a4,www.hotprice.co.uk,2507.6377
"Which one is better, an electric stove or a gas stove?",clueweb12-0509wb-50-21931,12854d90-b5e7-5b98-b57c-f84669d63c84,www.hotprice.co.uk,2202.4424
"Which one is better, an electric stove or a gas stove?",clueweb12-0203wb-38-19014,6a65eeae-295b-5ac8-adf8-aa3412e0a9cb,www.hotprice.co.uk,2196.4658
"Which one is better, an electric stove or a gas stove?",clueweb12-0510wb-83-14508,284a3010-5d4e-59b0-af65-724a4d63fe25,www.hotprice.co.uk,2049.4062
"Which one is better, an electric stove or a gas stove?",clueweb12-0510wb-83-14511,0c56f934-1284-5535-8f20-89291032dcba,www.hotprice.co.uk,2044.2738
"Which one is better, an electric stove or a gas stove?",clueweb12-0202wb-71-26142,c324bf3c-77ff-5530-a0c9-0c204ef88fe5,www.hotprice.co.uk,2042.1309
"Which one is better, an electric stove or a gas stove?",clueweb12-0511wb-31-10040,7cffca04-6d96-5650-b292-98962347f4ca,www.hotprice.co.uk,2041.2401
"Which one is better, an electric stove or a gas stove?",clueweb12-0203wb-56-13627,f6f6eed8-4b17-5b5f-a441-16a9942f24aa,www.hotprice.co.uk,2037.1271
"Which one is better, an electric stove or a gas stove?",clueweb12-0511wb-40-27370,c5ccf0a9-4644-5ef6-a9f6-7862ab394aa6,www.hotprice.co.uk,2033.9503
"Which one is better, an electric stove or a gas stove?",clueweb12-0202wb-10-30813,7c6d9ba3-a462-563f-a9c7-85f828209126,www.hotprice.co.uk,2029.5552
"Which one is better, an electric stove or a gas stove?",clueweb12-0201wb-82-29182,a1378e50-0d63-5097-b088-d50be2ee664f,www.hotprice.co.uk,2022.4159
"Which one is better, an electric stove or a gas stove?",clueweb12-0201wb-39-33460,f6cecbc6-cc1b-5785-ba3e-35ce24524c8e,www.hotprice.co.uk,2012.4005
"Which one is better, an electric stove or a gas stove?",clueweb12-0600wb-04-05762,1aee4650-7f8d-5522-af71-f2987172c7ad,www.hotprice.co.uk,2010.8055
"Which one is better, an electric stove or a gas stove?",clueweb12-0201wb-05-30027,de8d6c65-c263-55c7-b81c-30e3d2a591bb,www.hotprice.co.uk,2010.6327
"Which one is better, an electric stove or a gas stove?",clueweb12-0202wb-56-33295,fc572476-938f-5fd2-b1fb-20ae46b5422b,www.hotprice.co.uk,2008.6221
"Which one is better, an electric stove or a gas stove?",clueweb12-1314wb-68-03594,41989d08-8a4d-5c85-b530-0cfaa5ef537e,www.hotprice.co.uk,2004.3438
"Which one is better, an electric stove or a gas stove?",clueweb12-0512wb-31-17051,720ae72e-76cb-5fdd-bb2e-13dcc85f02cc,www.hotprice.co.uk,2004.0315
"Which one is better, an electric stove or a gas stove?",clueweb12-1314wb-66-24112,af119539-48cb-54dc-85e0-400ddfe30ade,www.hotprice.co.uk,1994.9817
"Which one is better, an electric stove or a gas stove?",clueweb12-0511wb-87-26157,0c79f8b6-b5f5-5b17-8eab-0c672c27b242,www.hotprice.co.uk,1989.5225
"Which one is better, an electric stove or a gas stove?",clueweb12-0511wb-87-26153,4c417301-86a1-5b41-b23e-50a7b4d4369c,www.hotprice.co.uk,1988.6052
"Which one is better, an electric stove or a gas stove?",clueweb12-0201wb-91-13618,2f154d3b-6a63-5176-9adb-da825c1db048,www.hotprice.co.uk,1946.3734
"Which one is better, an electric stove or a gas stove?",clueweb12-1702wb-96-01561,3cecfa6c-c3f3-559e-bf1d-41edca98b2a6,zenstoves.net,2541.1904
"Which one is better, an electric stove or a gas stove?",clueweb12-0111wb-65-22872,67e38931-e210-543a-a12b-cf6592098d00,www.hearthstonestoves.com,2435.1182
"Which one is better, an electric stove or a gas stove?",clueweb12-0105wb-07-11294,66a4a990-c7a5-5fe1-809d-62645a0f8983,www.esse.com,2361.364
"Which one is better, an electric stove or a gas stove?",clueweb12-0302wb-20-31803,cb30a482-15b1-50ac-9586-c2559d5e1193,www.waterfordstanley.com,2289.674
"Which one is better, an electric stove or a gas stove?",clueweb12-0302wb-20-31807,f7d9b860-063d-5830-94c7-25046b32b5b8,www.waterfordstanley.com,2281.835
"Which one is better, an electric stove or a gas stove?",clueweb12-0103wb-51-32162,88b906bf-6e1c-51ae-9006-8707258bee4b,www.chaseheating.co.uk,2245.659
"Which one is better, an electric stove or a gas stove?",clueweb12-0302wb-95-09291,ee36e857-d1ed-5b3e-a876-67d46f5ac7d3,www.stovesareus.co.uk,2177.234
"Which one is better, an electric stove or a gas stove?",clueweb12-0814wb-92-22699,0052238e-4ee4-5675-912b-7f9e4f58a1eb,backwoodshome.com,2149.9617
"Which one is better, an electric stove or a gas stove?",clueweb12-1904wb-90-05312,2ec78276-fe71-51b7-85d4-8b1532c17c96,www.northlineexpress.com,2119.7354
"Which one is better, an electric stove or a gas stove?",clueweb12-0309wb-11-12327,0cdc2516-2dc0-5e6e-b1a3-3ca32408a098,news.archiexpo.com,2091.2764
"Which one is better, an electric stove or a gas stove?",clueweb12-0713wb-47-07268,0230963d-8f53-542e-a09c-dcbf562a682c,www.woodlanddirect.com,2046.2635
"Which one is better, an electric stove or a gas stove?",clueweb12-0204wb-58-08503,b33e3ec0-744a-5cb8-a203-c40525882c0f,www.harmanstoves.com,2014.1985
"Which one is better, an electric stove or a gas stove?",clueweb12-0409wb-00-15074,54c4b4be-e946-5510-a92c-08478a697699,www.harmanstoves.com,1998.0448
"Which one is better, an electric stove or a gas stove?",clueweb12-0408wb-22-12663,105fca21-167e-5241-9029-baac46037295,www.harmanstoves.com,1959.365
"Which one is better, an electric stove or a gas stove?",clueweb12-0201wb-06-13221,34b4fbc8-bb24-50ce-bd93-ab1ce02874ba,www.harmanstoves.com,1958.0015
"Which one is better, an electric stove or a gas stove?",clueweb12-0202wb-01-26422,9765bb62-8acf-5621-bd43-6d52a56facfa,www.harmanstoves.com,1954.7052
"Which one is better, an electric stove or a gas stove?",clueweb12-0408wb-04-07294,bd9ae385-d113-5a3a-9dde-52ce887af7e3,www.harmanstoves.com,1954.7052
"Which one is better, an electric stove or a gas stove?",clueweb12-0409wb-14-24062,461b29e9-5a1c-56fe-be42-1c67afdf720b,www.harmanstoves.com,1948.9116
"Which one is better, an electric stove or a gas stove?",clueweb12-0717wb-46-11563,1b47448c-4a9e-5260-b582-a0660a5f1bb4,do-it-yourself.tribe.net,2001.2546
"Which one is better, an electric stove or a gas stove?",clueweb12-1116wb-34-09062,13b3d1fc-a90a-58e8-865a-339ffc3c1649,www.socialtechnology.ca,2001.2428
"Which one is better, an electric stove or a gas stove?",clueweb12-1116wb-34-09063,9ad59ee8-6d65-5526-9b6a-d0d527c82018,www.socialtechnology.ca,1991.4366
"Which one is better, an electric stove or a gas stove?",clueweb12-1115wb-28-08168,ca81b9ef-654a-55ff-82d5-f03ac84a4a8a,www.socialtechnology.ca,1986.2961
"Which one is better, an electric stove or a gas stove?",clueweb12-0911wb-10-02520,dd6ac91f-3395-5262-9d9f-5283ca2d6185,humanized.com,1973.4315
"Which one is better, an electric stove or a gas stove?",clueweb12-0603wb-99-00543,18cbc672-e386-54b3-a08a-bd8420cc406c,www.ukstoves.co.uk,1957.0968
"Which one is better, an electric stove or a gas stove?",clueweb12-0907wb-20-02343,16329c1d-627a-55c8-96bc-bf17e625216b,stoves.bioenergylists.org,1956.0704
"What planes are best, Boeing or Airbus?",clueweb12-1016wb-89-21819,ff35ede2-e018-5728-bb8d-5ba5de698aec,tmbattle.com,2113.1082
"What planes are best, Boeing or Airbus?",clueweb12-0912wb-57-10249,8c9f163c-8c26-5976-a71b-f5df787392bf,beaucoupzero.deviantart.com,1913.2206
"What planes are best, Boeing or Airbus?",clueweb12-1400tw-65-19064,bd1e5798-06a0-5578-b532-40a0a5cfe50b,economictimes.indiatimes.com,1852.8394
"What planes are best, Boeing or Airbus?",clueweb12-1600tw-46-02611,71555fe3-762e-5ee7-8b30-e1ea6ac428d4,economictimes.indiatimes.com,1378.9117
"What planes are best, Boeing or Airbus?",clueweb12-1113wb-10-18054,31c32b9d-9287-5963-95b6-de45e85ce69a,www.gulfbusiness.com,1840.0375
"What planes are best, Boeing or Airbus?",clueweb12-1616wb-91-11855,9218b0a8-48fb-5d96-b40c-933e4ed070cd,www.komonews.com,1730.4822
"What planes are best, Boeing or Airbus?",clueweb12-1616wb-91-11856,a287532f-ac47-5d4c-b874-7a2ac0b9b439,www.komonews.com,1647.3423
"What planes are best, Boeing or Airbus?",clueweb12-1616wb-78-28011,497c1e0b-397d-5c51-bf30-5e48814c60bc,www.komonews.com,1409.6582
"What planes are best, Boeing or Airbus?",clueweb12-0700tw-78-18582,58e64f0c-b11b-58f4-b5e6-5014c2c94b0f,www.chicagotribune.com,1629.7622
"What planes are best, Boeing or Airbus?",clueweb12-0700tw-78-18581,8f1095b6-e1a1-594f-bf28-7c032ffadf4c,www.chicagotribune.com,1613.1112
"What planes are best, Boeing or Airbus?",clueweb12-1100tw-61-03500,49db02dd-6a05-5684-917c-6926d6a86934,www.businesstraveller.com,1597.7174
"What planes are best, Boeing or Airbus?",clueweb12-1613wb-59-24912,1a689a46-7ecc-501d-8635-a053e236dd05,www.ausbt.com.au,1588.5775
"What planes are best, Boeing or Airbus?",clueweb12-1311wb-76-21843,5df47778-d2db-5c67-bc03-98a27736ddbc,www.danieldrezner.com,1583.9921
"What planes are best, Boeing or Airbus?",clueweb12-1716wb-13-29702,f8a4a1d5-dcb1-59dd-b171-6ed852e8f850,www.askcaptainlim.com,1580.9083
